Date,Hour,Time Block,A1,A2,E1,E2,N1,N2,N3,S1,S2,S3,W1,W2,W3,MCP
2020-11-16,6,05:30 - 05:45,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37,1999.37
2020-11-16,6,05:45 - 06:00,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14,1999.14
2020-11-16,7,06:00 - 06:15,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94
2020-11-16,7,06:15 - 06:30,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8,1999.8
2020-11-16,7,06:30 - 06:45,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02,2192.02
2020-11-16,7,06:45 - 07:00,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4,2260.4
2020-11-16,8,07:00 - 07:15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15,2399.15
2020-11-16,8,07:15 - 07:30,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5,2489.5
2020-11-16,8,07:30 - 07:45,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88,2649.88
2020-11-16,8,07:45 - 08:00,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41,2729.41
2020-11-16,9,08:00 - 08:15,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19,2765.19
2020-11-16,9,08:15 - 08:30,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45,2779.45
2020-11-16,9,08:30 - 08:45,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48,2799.48
2020-11-16,9,08:45 - 09:00,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89,2765.89
2020-11-16,10,09:00 - 09:15,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95,2765.95
2020-11-16,10,09:15 - 09:30,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94,2765.94
2020-11-16,10,09:30 - 09:45,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58,2765.58
2020-11-16,10,09:45 - 10:00,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18,2765.18
2020-11-16,11,10:00 - 10:15,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69,2597.69
2020-11-16,11,10:15 - 10:30,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14,2649.14
2020-11-16,11,10:30 - 10:45,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73,2533.73
2020-11-16,11,10:45 - 11:00,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3,2539.3
2020-11-16,12,11:00 - 11:15,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85,2507.85
2020-11-16,12,11:15 - 11:30,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46,2591.46
2020-11-16,12,11:30 - 11:45,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04,2533.04
2020-11-16,12,11:45 - 12:00,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13,2699.13
2020-11-16,13,12:00 - 12:15,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09,2649.09
2020-11-16,13,12:15 - 12:30,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91,2621.91
2020-11-16,13,12:30 - 12:45,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68,2621.68
2020-11-16,13,12:45 - 13:00,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06,2589.06
2020-11-16,14,13:00 - 13:15,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34,2399.34
2020-11-16,14,13:15 - 13:30,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0,2399.0
2020-11-16,14,13:30 - 13:45,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32,2399.32
2020-11-16,14,13:45 - 14:00,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88,2399.88
2020-11-16,15,14:00 - 14:15,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5,2399.5
2020-11-16,15,14:15 - 14:30,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02,2399.02
2020-11-16,15,14:30 - 14:45,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21,2399.21
2020-11-16,15,14:45 - 15:00,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9,2378.9
2020-11-16,16,15:00 - 15:15,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59,2399.59
2020-11-16,16,15:15 - 15:30,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4,2399.4
2020-11-16,16,15:30 - 15:45,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44
2020-11-16,16,15:45 - 16:00,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42,2399.42
2020-11-16,17,16:00 - 16:15,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45,2399.45
2020-11-16,17,16:15 - 16:30,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78,2510.78
2020-11-16,17,16:30 - 16:45,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26,2649.26
2020-11-16,17,16:45 - 17:00,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36,2724.36
2020-11-16,18,17:00 - 17:15,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87,2500.87
2020-11-16,18,17:15 - 17:30,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12
2020-11-16,18,17:30 - 17:45,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74,2649.74
2020-11-16,18,17:45 - 18:00,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95,2724.95
2020-11-16,19,18:00 - 18:15,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44,2399.44
2020-11-16,19,18:15 - 18:30,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24
2020-11-16,19,18:30 - 18:45,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0,2452.0
2020-11-16,19,18:45 - 19:00,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68,2399.68
2020-11-16,20,19:00 - 19:15,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25,2510.25
2020-11-16,20,19:15 - 19:30,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23,2539.23
2020-11-16,20,19:30 - 19:45,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7,2399.7
2020-11-16,20,19:45 - 20:00,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51,2399.51
2020-11-16,21,20:00 - 20:15,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24,2679.24
2020-11-16,21,20:15 - 20:30,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44,2649.44
2020-11-16,21,20:30 - 20:45,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65,2679.65
2020-11-16,21,20:45 - 21:00,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28,2699.28
2020-11-16,22,21:00 - 21:15,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83,2631.83
2020-11-16,22,21:15 - 21:30,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29,2649.29
2020-11-16,22,21:30 - 21:45,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68,2679.68
2020-11-16,22,21:45 - 22:00,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76,2649.76
2020-11-16,23,22:00 - 22:15,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63,2399.63
2020-11-16,23,22:15 - 22:30,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12,2399.12
2020-11-16,23,22:30 - 22:45,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41,2399.41
2020-11-16,23,22:45 - 23:00,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58,2399.58
2020-11-16,24,23:00 - 23:15,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62,2349.62
2020-11-16,24,23:15 - 23:30,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0,2350.0
2020-11-16,24,23:30 - 23:45,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1,2349.1
2020-11-16,24,23:45 - 24:00,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03,2250.03
2020-11-17,1,00:00 - 00:15,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98
2020-11-17,1,00:15 - 00:30,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97
2020-11-17,1,00:30 - 00:45,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33
2020-11-17,1,00:45 - 01:00,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
2020-11-17,1,00:00 - 00:15,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98,1999.98
2020-11-17,1,00:15 - 00:30,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97,1999.97
2020-11-17,1,00:30 - 00:45,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33,2000.33
2020-11-17,1,00:45 - 01:00,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
2020-11-17,2,01:00 - 01:15,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-17,2,01:15 - 01:30,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74
2020-11-17,2,01:30 - 01:45,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69
2020-11-17,2,01:45 - 02:00,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65
2020-11-17,2,01:00 - 01:15,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-17,2,01:15 - 01:30,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74,1999.74
2020-11-17,2,01:30 - 01:45,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69,1999.69
2020-11-17,2,01:45 - 02:00,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65
2020-11-17,3,02:00 - 02:15,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56
2020-11-17,3,02:15 - 02:30,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47
2020-11-17,3,02:30 - 02:45,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47
2020-11-17,3,02:45 - 03:00,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45
2020-11-17,3,02:00 - 02:15,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56,1999.56
2020-11-17,3,02:15 - 02:30,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47
2020-11-17,3,02:30 - 02:45,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47,1999.47
2020-11-17,3,02:45 - 03:00,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45,1999.45
2020-11-17,4,03:00 - 03:15,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54
2020-11-17,4,03:15 - 03:30,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53
2020-11-17,4,03:30 - 03:45,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48
2020-11-17,4,03:45 - 04:00,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46
2020-11-17,4,03:00 - 03:15,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54,1999.54
2020-11-17,4,03:15 - 03:30,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53,1999.53
2020-11-17,4,03:30 - 03:45,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48,1999.48
2020-11-17,4,03:45 - 04:00,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46,1999.46
2020-11-17,5,04:00 - 04:15,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26
2020-11-17,5,04:15 - 04:30,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67
2020-11-17,5,04:30 - 04:45,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65
2020-11-17,5,04:45 - 05:00,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-17,5,04:00 - 04:15,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26,1999.26
2020-11-17,5,04:15 - 04:30,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67,1999.67
2020-11-17,5,04:30 - 04:45,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65,1999.65
2020-11-17,5,04:45 - 05:00,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78,1999.78
2020-11-17,6,05:00 - 05:15,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94
2020-11-17,6,05:15 - 05:30,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12
2020-11-17,6,05:30 - 05:45,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
2020-11-17,6,05:45 - 06:00,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79
2020-11-17,6,05:00 - 05:15,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94,1999.94
2020-11-17,6,05:15 - 05:30,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12,2063.12
2020-11-17,6,05:30 - 05:45,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99,1999.99
2020-11-17,6,05:45 - 06:00,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79,1999.79
2020-11-17,7,06:00 - 06:15,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63
2020-11-17,7,06:15 - 06:30,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0
2020-11-17,7,06:30 - 06:45,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72
2020-11-17,7,06:45 - 07:00,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13
2020-11-17,7,06:00 - 06:15,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63,2378.63
2020-11-17,7,06:15 - 06:30,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0,2400.0
2020-11-17,7,06:30 - 06:45,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72,2378.72
2020-11-17,7,06:45 - 07:00,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13,2399.13
2020-11-17,8,07:00 - 07:15,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58
2020-11-17,8,07:15 - 07:30,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34
2020-11-17,8,07:30 - 07:45,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58
2020-11-17,8,07:45 - 08:00,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14
2020-11-17,8,07:00 - 07:15,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58,2469.58
2020-11-17,8,07:15 - 07:30,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34,2589.34
2020-11-17,8,07:30 - 07:45,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58,2635.58
2020-11-17,8,07:45 - 08:00,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14,2699.14
2020-11-17,9,08:00 - 08:15,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57
2020-11-17,9,08:15 - 08:30,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28
2020-11-17,9,08:30 - 08:45,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29
2020-11-17,9,08:45 - 09:00,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55
2020-11-17,9,08:00 - 08:15,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57,2797.57
2020-11-17,9,08:15 - 08:30,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28,2849.28
2020-11-17,9,08:30 - 08:45,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29,2971.29
2020-11-17,9,08:45 - 09:00,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55,2971.55
2020-11-17,10,09:00 - 09:15,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84
2020-11-17,10,09:15 - 09:30,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27
2020-11-17,10,09:30 - 09:45,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58
2020-11-17,10,09:45 - 10:00,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98
2020-11-17,10,09:00 - 09:15,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84,2969.84
2020-11-17,10,09:15 - 09:30,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27,2971.27
2020-11-17,10,09:30 - 09:45,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58,2971.58
2020-11-17,10,09:45 - 10:00,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98,2899.98
2020-11-17,11,10:00 - 10:15,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6,2749.6
2020-11-17,11,10:15 - 10:30,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8,2729.8
